acc_x, acc_y, angular_z, stamp, 
-0.03542327880859375,-0.023071348667144775,-1.5479045010146446e-10,1728046742458281407,
-0.02646183967590332,-0.003262758255004883,-1.2732699139805217e-10,1728046742488254344,
0.000740349292755127,0.0254095196723938,-2.3811509518344924e-10,1728046742518297278,
0.03309422731399536,0.008958101272583008,-2.0794252224618056e-10,1728046742548409688,
0.007848143577575684,-0.025352954864501953,-1.4081418586980601e-10,1728046742579355152,
-0.03170311450958252,0.006907939910888672,-9.58049829957751e-11,1728046742611414445,
0.0062677860260009766,0.015804171562194824,-1.5389146563317746e-10,1728046742638762595,
0.020676255226135254,-0.004177689552307129,-1.289813812676211e-10,1728046742668719952,
0.004368424415588379,0.0045473575592041016,-6.580041263040238e-11,1728046742698717898,
0.0186154842376709,0.016926109790802002,-2.7741176036084135e-11,1728046742728780088,
0.015198051929473877,0.009537875652313232,-1.4420866091388298e-12,1728046742758798768,
0.00985950231552124,0.005713284015655518,2.7152095681886473e-11,1728046742788846819,
-0.004531502723693848,0.007284045219421387,5.181227309302728e-11,1728046742819357357,
0.006011009216308594,-0.028795361518859863,4.42738744890504e-11,1728046742852057716,
0.014784038066864014,-0.018261432647705078,1.000999758391218e-11,1728046742969257422,
-0.001567542552947998,0.0032314062118530273,-3.324229747151875e-11,1728046742999338649,
-0.005187094211578369,0.027301013469696045,-1.881270451609257e-11,1728046743029368720,
-0.0420803427696228,0.052397310733795166,0.002376766857388459,1728046743059437178,
0.1449737548828125,0.031920552253723145,0.037183944683775685,1728046743091930886,
-0.5845657587051392,0.6973205208778381,0.2826715465739957,1728046743122121924,
0.3137240409851074,0.50874263048172,0.7054798416125302,1728046743149649002,
0.3800699710845947,0.2902834415435791,0.8529777398238062,1728046743179724086,
-0.18094956874847412,-0.029089748859405518,0.9950187881698577,1728046743209790735,
0.08665788173675537,0.45821619033813477,1.0971713758508035,1728046743240079507,
-0.07736557722091675,0.016552269458770752,1.2950000443278038,1728046743269903133,
-0.8793858885765076,0.6306008100509644,1.465525663057315,1728046743300128811,
-0.6838687658309937,0.7505543828010559,1.6700281897433567,1728046743331431404,
-0.18124902248382568,-0.6123294234275818,1.8240674634569525,1728046743363827875,
-0.5248557925224304,-0.1119987964630127,2.195547160352145,1728046743390289955,
0.8018724918365479,-0.30178898572921753,1.6315286722545057,1728046743420424873,
0.5148642063140869,-1.0607688426971436,1.1829139354623588,1728046743450283641,
0.030346035957336426,-0.1913655400276184,0.8021683583371148,1728046743480311796,
0.5402745604515076,0.09126853942871094,0.5920034663461351,1728046743510416537,
0.8169472217559814,-0.7163249254226685,0.36013209300161864,1728046743540464866,
0.39468640089035034,-0.36196035146713257,0.06907134546407388,1728046743571912918,
0.20878469944000244,-0.18783849477767944,-0.07500046913947366,1728046743603421754,
0.5031130313873291,-0.33909493684768677,-0.28486263331910544,1728046743630845676,
0.17441248893737793,-0.28018152713775635,-0.4607396370986039,1728046743660797148,
0.07702428102493286,-0.582267165184021,-0.6422075627393723,1728046743690798767,
0.6714025139808655,-0.5543286800384521,-0.8306211600330584,1728046743720922791,
