acc_x, acc_y, angular_z, stamp, 
-0.004036426544189453,0.013154327869415283,-9.936204362570943e-07,1728046706999993794,
-0.00032585859298706055,0.027391433715820312,-4.951938354681686e-07,1728046707030093122,
0.014082789421081543,-0.0032359957695007324,-1.259518384724705e-10,1728046707060276257,
-0.0002709627151489258,0.004053056240081787,-4.978725913601009e-07,1728046707090212643,
0.0014854073524475098,0.0042299628257751465,-8.45985078594039e-11,1728046707121376854,
0.005046427249908447,-0.017083168029785156,-4.57779947991165e-07,1728046707153931509,
0.003279387950897217,0.024545609951019287,-6.764396705768185e-12,1728046707180550343,
-0.055781424045562744,0.013878464698791504,-4.979574516471824e-07,1728046707210473922,
0.02706199884414673,0.012088596820831299,5.639973580613869e-12,1728046707240555591,
0.0020471811294555664,-0.004289686679840088,-1.2444201133245665e-13,1728046707270604484,
-0.006900131702423096,-0.011576712131500244,1.9354704371152914e-12,1728046707300653665,
-0.008597731590270996,-0.006272435188293457,4.948934070673424e-07,1728046707330763835,
0.01662081480026245,0.01879596710205078,1.8653077042484097e-11,1728046707361583641,
0.018614351749420166,0.02927345037460327,3.599819810967716e-11,1728046707392976940,
-0.006668806076049805,0.009205639362335205,7.041968130635606e-11,1728046707421139476,
0.025582313537597656,0.012424349784851074,6.208063585469555e-11,1728046707451174059,
0.016396701335906982,0.0263749361038208,-2.573585950805029e-13,1728046707481239443,
-0.01812523603439331,0.0028315186500549316,-1.0629663188775855e-10,1728046707511212918,
-0.00025260448455810547,0.01689690351486206,-1.8979390428976827e-10,1728046707541186171,
-0.034470438957214355,-0.013810813426971436,-4.95551961795623e-07,1728046707571271701,
0.021133899688720703,-0.013734757900238037,-2.4417304587213293e-10,1728046707601368991,
-0.022052347660064697,-0.0012927651405334473,-1.841879069636172e-06,1728046707633734293,
-0.011294662952423096,-0.008553743362426758,-1.0727261303712813e-06,1728046707661525021,
0.008379459381103516,0.030887067317962646,-3.3610816930866623e-10,1728046707691544654,
-0.013318240642547607,0.009046554565429688,-9.924408590535919e-07,1728046707721585943,
-0.0008045434951782227,0.010642051696777344,-6.754771348655791e-07,1728046707743655085,
0.010097622871398926,-0.00036728382110595703,-1.098399430011584e-06,1728046707770800086,
-0.009770452976226807,-0.004046499729156494,-4.820767109328037e-07,1728046707801740153,
0.0011015534400939941,-0.005807220935821533,-4.95442979216481e-07,1728046707831841164,
-0.012943387031555176,-0.0039018988609313965,-2.5544746784573825e-10,1728046707861921153,
-0.001980125904083252,0.017707407474517822,-1.0783383052817227e-10,1728046707890989486,
0.0142744779586792,-0.000408172607421875,-4.795205623195913e-07,1728046707922066911,
0.033801138401031494,-0.025504887104034424,-4.715301239433992e-07,1728046707953673325,
-0.02744317054748535,0.015873730182647705,-1.4905116371111812e-10,1728046707985541474,
-0.03442561626434326,0.0158463716506958,-1.4045319343326365e-10,1728046708012271865,
-0.02164977788925171,0.01930856704711914,-4.965493781361592e-07,1728046708042282642,
0.0466991662979126,-0.01310044527053833,-4.954508396244544e-07,1728046708072355952,
-0.018050968647003174,-0.029249608516693115,3.370626394309503e-11,1728046708102452800,
-0.026826798915863037,-0.016558706760406494,5.171208569488312e-11,1728046708132518952,
-0.012126386165618896,0.0031952261924743652,1.399237350369561e-10,1728046708162566342,
0.013059496879577637,0.0066988468170166016,2.0688318213335392e-10,1728046708193623303,
0.02720886468887329,-0.005758941173553467,4.6118200816248234e-07,1728046708225943158,
-0.019669651985168457,0.006865441799163818,5.1340291377354355e-11,1728046708251988826,
-0.028576314449310303,0.030173897743225098,3.407998908898206e-11,1728046708282803500,
0.02699977159500122,-0.004171490669250488,6.088764375213324e-11,1728046708312905600,
0.028503119945526123,-0.0006522536277770996,-5.125591918166611e-11,1728046708341966594,
-0.040103375911712646,0.003066718578338623,-4.797531417752453e-07,1728046708373036673,
-0.0005207657814025879,0.013950943946838379,-1.3188881826659323e-10,1728046708403067029,
0.0068021416664123535,0.003224670886993408,-4.887989259974482e-07,1728046708433557905,
0.012025833129882812,-0.007597029209136963,-4.6462955164166066e-07,1728046708465635898,
-0.011600852012634277,0.00862342119216919,-1.6482808938017295e-10,1728046708493340565,
-0.029551923274993896,0.02112811803817749,-4.961332660147973e-07,1728046708523385492,
-0.011384129524230957,0.013769149780273438,-4.964944318336738e-07,1728046708553406753,
0.009959995746612549,-0.015032410621643066,-4.954701669909657e-07,1728046708583490488,
-0.006468713283538818,-0.032916247844696045,-4.961114019988495e-07,1728046708613538379,
-0.015458166599273682,-0.009400904178619385,-1.909490437504868e-10,1728046708643578412,
