x, y, theta, stamp, 
2.062260406887617e-08, -2.4115836438909355e-08, -7.052237738032015e-07, 1729862173675186599, 
2.062260406887617e-08, -2.4115836438909355e-08, -7.052245127683514e-07, 1729862173724426580, 
2.062260406887617e-08, -2.4115836438909355e-08, -7.162946086185019e-07, 1729862173775501999, 
0.0007150901365093887, -3.035709960386157e-05, -0.004384335405047194, 1729862173822705200, 
0.0024852759670466185, -9.7781463409774e-05, -0.019222495685062835, 1729862173866268787, 
0.006249056197702885, -0.0002958557161036879, -0.04351972596874965, 1729862173915928338, 
0.01405426673591137, -0.0009593096328899264, -0.08649819353596677, 1729862173984249213, 
0.01799536496400833, -0.0014547562459483743, -0.11052059293242347, 1729862174013814003, 
0.028523743152618408, -0.003092076862230897, -0.1741974293762397, 1729862174080213029, 
0.03739139437675476, -0.005108324810862541, -0.23366720644029695, 1729862174130375544, 
0.04553353786468506, -0.007555590011179447, -0.28560965619757034, 1729862174170157485, 
0.056551847606897354, -0.011043171398341656, -0.35546835794930537, 1729862174219304668, 
0.0685989037156105, -0.016291828826069832, -0.43256939564870134, 1729862174269327342, 
0.09430617839097977, -0.030887624248862267, -0.611940151241398, 1729862174380216158, 
0.11473750323057175, -0.048071689903736115, -0.7757079119418974, 1729862174479320290, 
0.13023729622364044, -0.06575088948011398, -0.9196007051460247, 1729862174569355429, 
0.13807539641857147, -0.07662879675626755, -0.996781529039039, 1729862174620171833, 
0.1573133021593094, -0.11559025943279266, -1.2429974592240494, 1729862174779601511, 
0.16420289874076843, -0.1421259045600891, -1.3924393923491862, 1729862174880160185, 
0.1670263111591339, -0.1672329604625702, -1.5295903531812387, 1729862174970261599, 
0.16636869311332703, -0.19484269618988037, -1.6772587938559707, 1729862175070279155, 
0.1615787148475647, -0.22732481360435486, -1.8148468831130662, 1729862175179511134, 
0.1532221883535385, -0.2563704550266266, -1.9360147463422468, 1729862175280156276, 
0.14270643889904022, -0.2814544141292572, -2.0376851907073132, 1729862175371162124, 
0.1280214637517929, -0.30831387639045715, -2.1334775004259585, 1729862175469439315, 
0.10958120971918106, -0.335614413022995, -2.2212892211776722, 1729862175579499436, 
0.09054677188396454, -0.35879772901535034, -2.2923412556472376, 1729862175679319190, 
0.07221345603466034, -0.3782297670841217, -2.349823600689326, 1729862175769737356, 
0.05000253766775131, -0.39877447485923767, -2.41802614488953, 1729862175869306574, 
0.02688952162861824, -0.4176953136920929, -2.4887426613780304, 1729862175970101632, 
0.000582981389015913, -0.43639931082725525, -2.5363996519009135, 1729862176074807844, 
-0.02429962530732155, -0.4526783525943756, -2.5670445051047133, 1729862176175206127, 
-0.047561924904584885, -0.46700069308280945, -2.5923099729662376, 1729862176265447144, 
-0.0787673071026802, -0.48472803831100464, -2.6179514114610143, 1729862176384931655, 
-0.10204962641000748, -0.4978753924369812, -2.634114764829557, 1729862176475119588, 
-0.12881611287593842, -0.5118298530578613, -2.648383610152011, 1729862176574658996, 
-0.1532163918018341, -0.5245176553726196, -2.6582334997687878, 1729862176664463822, 
-0.1850602775812149, -0.5408526659011841, -2.6669687711511263, 1729862176784755943, 
-0.20904295146465302, -0.5528472065925598, -2.671087024821401, 1729862176874862351, 
-0.23604650795459747, -0.5663076639175415, -2.674015162183791, 1729862176974716768, 
-0.26231124997138977, -0.579595148563385, -2.6748852331006243, 1729862177069530189, 
-0.2920984625816345, -0.594661295413971, -2.6745626732596497, 1729862177179928422, 
-0.31945088505744934, -0.6084375977516174, -2.673597830816945, 1729862177279559156, 
-0.34398481249809265, -0.6207910180091858, -2.674234091497183, 1729862177369557442, 
-0.3710012137889862, -0.6346606612205505, -2.672782291376533, 1729862177469636369, 
-0.40034371614456177, -0.6496357917785645, -2.6676054560043223, 1729862177579305670, 
-0.4275338053703308, -0.6636512279510498, -2.6653198009614414, 1729862177679501952, 
-0.4412049949169159, -0.6706308126449585, -2.6633762304298374, 1729862177731567768, 
-0.46532905101776123, -0.6833279728889465, -2.6594941518112414, 1729862177819944876, 
-0.5079594254493713, -0.7060803174972534, -2.6521449456204333, 1729862177979776614, 
-0.5347834825515747, -0.7206189632415771, -2.6503157716682835, 1729862178080385313, 
-0.559225857257843, -0.7339344620704651, -2.6458939653801665, 1729862178170310339, 
-0.585972249507904, -0.748548686504364, -2.639712642446303, 1729862178269360549, 
-0.6125384569168091, -0.7634679079055786, -2.635711029833939, 1729862178371756135, 
-0.6417572498321533, -0.7800812721252441, -2.6322341362226673, 1729862178479946405, 
-0.665674090385437, -0.7934516668319702, -2.6279003195241954, 1729862178570470533, 
-0.691990852355957, -0.8085143566131592, -2.622367977493643, 1729862178670213564, 
-0.72062748670578, -0.8252725601196289, -2.6194110703379914, 1729862178780741758, 
-0.746861457824707, -0.8404608964920044, -2.6172283902509474, 1729862178879623192, 
-0.7707595229148865, -0.8543645739555359, -2.6131361015955257, 1729862178970296940, 
-0.793865978717804, -0.8681390881538391, -2.6088398551510292, 1729862179070201221, 
-0.8154463171958923, -0.8810275793075562, -2.605556060108832, 1729862179180366076, 
-0.8350350260734558, -0.8928494453430176, -2.6047125590244384, 1729862179280778304, 
-0.8517252206802368, -0.9032268524169922, -2.599154049852702, 1729862179370806772, 
-0.8676521182060242, -0.9131041765213013, -2.5980685264273893, 1729862179469779089, 
-0.8828896284103394, -0.9223222732543945, -2.59327459234044, 1729862179579910381, 
-0.8976821899414062, -0.9314558506011963, -2.5927047344917544, 1729862179680967097, 
-0.9067743420600891, -0.9371799826622009, -2.5918983049454027, 1729862179770421729, 
-0.917089581489563, -0.9435445666313171, -2.5880223074342434, 1729862179870258677, 
-0.9295644760131836, -0.951145350933075, -2.586274742526425, 1729862179981106390, 
-0.9397713541984558, -0.9575942158699036, -2.5829371451202023, 1729862180081228499, 
-0.9457448720932007, -0.9613473415374756, -2.5819695286289686, 1729862180170370529, 
-0.9524241089820862, -0.9655816555023193, -2.581109523458128, 1729862180270239193, 
-0.9597017765045166, -0.9701900482177734, -2.5780445796722407, 1729862180379610391, 
-0.9647647738456726, -0.9734823703765869, -2.575015607909358, 1729862180481242312, 
-0.9686833024024963, -0.9760859608650208, -2.572617334415156, 1729862180571223746, 
-0.9726033210754395, -0.9785206913948059, -2.5685047162127903, 1729862180669351074, 
-0.9761512279510498, -0.9811731576919556, -2.5625813971767424, 1729862180780389310, 
-0.9796860218048096, -0.9833011627197266, -2.5580638389775276, 1729862180881254365, 
-0.9822614789009094, -0.9849786162376404, -2.5525838124767355, 1729862180970313059, 
-0.9853585958480835, -0.9871565103530884, -2.544244331891847, 1729862181069354014, 
-0.9885337352752686, -0.9893712401390076, -2.5359454993639705, 1729862181166595393, 
-0.9919337630271912, -0.9917845726013184, -2.5292649265348843, 1729862181281253191, 
-0.9937912225723267, -0.9929953813552856, -2.5215179884143053, 1729862181371252364, 
