x, y, quat_z, quat_w, th, stamp, 
-5.910181045532227,1.7366604804992676,-0.9998454451560974,0.01703108847141266,-3.107528505648098,1728046712356219068,
-5.932567119598389,1.7359873056411743,-0.999845564365387,0.016964152455329895,-3.1076623637336915,1728046712406039526,
-5.95289945602417,1.7351694107055664,-0.9998546838760376,0.016347398981451988,-3.1088960170827167,1728046712451048960,
-5.972968101501465,1.7343649864196777,-0.9998549818992615,0.01630254089832306,-3.1089857320915435,1728046712495975134,
-5.995460510253906,1.7337746620178223,-0.9998441934585571,0.016990095376968384,-3.1076104382487753,1728046712546005501,
-6.017930030822754,1.733028531074524,-0.9998445510864258,0.016909224912524223,-3.1077721700014433,1728046712595968336,
-6.040169715881348,1.7321507930755615,-0.9998465180397034,0.016668789088726044,-3.108253046416158,1728046712646101248,
-6.0611090660095215,1.731520175933838,-0.999844491481781,0.01695280335843563,-3.1076850225269226,1728046712692169212,
-6.08972692489624,1.730413794517517,-0.9998484253883362,0.016648180782794952,-3.108294321424623,1728046712756322522,
-6.112085342407227,1.729824185371399,-0.9998540282249451,0.016234731301665306,-3.109121304088509,1728046712806034321,
-6.132981777191162,1.7293612957000732,-0.9998515844345093,0.01641179621219635,-3.1087671367255725,1728046712852050201,
-6.15244197845459,1.728672742843628,-0.9998473525047302,0.01650990918278694,-3.1085707950942947,1728046712895979502,
-6.175043106079102,1.728209137916565,-0.999838650226593,0.01700676418840885,-3.10757691651524,1728046712946013740,
-6.197503089904785,1.7275331020355225,-0.999841570854187,0.016744310036301613,-3.108101857820443,1728046712995973667,
-6.219745635986328,1.7266901731491089,-0.9998498558998108,0.01633933186531067,-3.10891199157333,1728046713047114648,
-6.240963459014893,1.726150393486023,-0.9998408555984497,0.016910333186388016,-3.107769828755576,1728046713093804359,
-6.269182205200195,1.725248098373413,-0.9998408555984497,0.016910333186388016,-3.107769828755576,1728046713155949620,
-6.289997100830078,1.724427342414856,-0.9998499751091003,0.016364814713597298,-3.108861035755441,1728046713203404882,
-6.312504768371582,1.7235575914382935,-0.9998509287834167,0.016361646354198456,-3.1088674029363905,1728046713253053991,
-6.3317461013793945,1.7229504585266113,-0.999848484992981,0.016258681192994118,-3.1090732297011727,1728046713295986290,
-6.354302406311035,1.722395658493042,-0.9998520016670227,0.016128599643707275,-3.109333477429759,1728046713346051961,
-6.376572608947754,1.7216017246246338,-0.9998542666435242,0.015820270404219627,-3.1099501414597737,1728046713396042919,
-6.398061752319336,1.7208738327026367,-0.9998432397842407,0.016198938712477684,-3.1091925313519764,1728046713444120671,
-6.420450687408447,1.7201708555221558,-0.9998377561569214,0.016659168526530266,-3.108271993207651,1728046713494335480,
-6.448035717010498,1.7193204164505005,-0.9998393654823303,0.01639745756983757,-3.108795409812733,1728046713556335524,
-6.469760417938232,1.7185735702514648,-0.999849259853363,0.015822524204850197,-3.109945475882626,1728046713604221876,
-6.492010593414307,1.7177836894989014,-0.9998443722724915,0.016299208626151085,-3.1089920499621826,1728046713654066087,
-6.510718822479248,1.716979742050171,-0.9998275637626648,0.017065363004803658,-3.107459355585028,1728046713695992292,
-6.533364772796631,1.7160015106201172,-0.9998282194137573,0.01709645241498947,-3.107397206605933,1728046713746023020,
-6.555332660675049,1.7154333591461182,-0.9998281598091125,0.01681087352335453,-3.107968296308459,1728046713797077603,
-6.576623916625977,1.7145507335662842,-0.9998520612716675,0.01585480384528637,-3.1098810119035063,1728046713844133612,
-6.6049699783325195,1.713683843612671,-0.9998340606689453,0.01697559468448162,-3.1076390917552663,1728046713907240714,
-6.627248287200928,1.712638020515442,-0.9998140335083008,0.01795538142323494,-3.1056790718681584,1728046713957969681,
-6.648768424987793,1.7122451066970825,-0.9998038411140442,0.01837071217596531,-3.10484815546551,1728046714005049378,
-6.671153545379639,1.7117153406143188,-0.9998137354850769,0.01732129231095314,-3.1069470809662896,1728046714055068040,
-6.689568996429443,1.7109216451644897,-0.9998289942741394,0.016304103657603264,-3.1089817594981697,1728046714095999536,
-6.712287425994873,1.7099286317825317,-0.9998348355293274,0.016082968562841415,-3.1094241772276994,1728046714147041677,
-6.734580993652344,1.709276795387268,-0.9998194575309753,0.01667528599500656,-3.108239151687429,1728046714196064986,
-6.757023334503174,1.70885169506073,-0.9998179078102112,0.0174951683729887,-3.1065995154693065,1728046714246343691,
-6.779600620269775,1.708003282546997,-0.9998101592063904,0.018225260078907013,-3.1051392496197234,1728046714296069291,
-6.806036472320557,1.7071589231491089,-0.9998058080673218,0.018295893445611,-3.1049978439556214,1728046714356861293,
-6.82792329788208,1.7064778804779053,-0.999821662902832,0.01779008097946644,-3.1060099000846106,1728046714406499401,
-6.849939346313477,1.7056959867477417,-0.9998306632041931,0.01731789857149124,-3.10695445401084,1728046714456072717,
-6.867669105529785,1.7051177024841309,-0.9998255372047424,0.017705755308270454,-3.1061786655743915,1728046714496003200,
