e, e_dot, e_int, stamp, 
2.4837142218620394, 0.00035073357643226427, 0.49672881502935057, 1732896600515154697, 
2.483668089963996, 0.00019696058295437524, 0.4967327542410097, 1732896600664742525, 
2.483657434746636, -0.00018929038467785375, 0.4967359831048448, 1732896600755301656, 
2.4836690721548558, 3.273969532517166e-06, 0.4967329731243659, 1732896600824825660, 
2.4836882770222855, 0.000102807585498077, 0.49673431892825176, 1732896600865998330, 
2.483681330350439, 4.0860651943456595e-05, 0.4967359119685053, 1732896600915089444, 
2.483689498778475, 4.072520631837051e-06, 0.49673727374341325, 1732896600965661963, 
2.483689498778475, 2.722809345397555e-05, 0.4967373551938259, 1732896600965661963, 
2.483689498778475, 0.0, 0.49673789975569504, 1732896600965661963, 
2.4807920934699155, -0.009658017695198437, 0.496544739401791, 1732896601414634189, 
2.4807920934699155, -0.009658017695198437, 0.496351579047887, 1732896601414634189, 
2.4713134278416837, -0.031595552094105805, 0.495526507652101, 1732896601508621100, 
2.464628082248546, -0.05388003740456485, 0.4944489069040097, 1732896601760532216, 
2.464628082248546, -0.02228448531045905, 0.49337130615591834, 1732896601760532216, 
2.4506729217958427, -0.04651720150901095, 0.49199527241952895, 1732896601974540091, 
2.4492142517523643, -0.05137943498727241, 0.49096768371978355, 1732896602064583930, 
2.441752813700454, -0.02973369365129634, 0.48944266581657736, 1732896602164600639, 
2.4372082592118534, -0.04001997513503645, 0.48854502164431146, 1732896602265721199, 
2.4308760365550004, -0.036255923818178104, 0.4873224739644872, 1732896602374653767, 
2.423166457808614, -0.04680600467746506, 0.4860833835716979, 1732896602465948770, 
2.411785022308619, -0.06363671415460459, 0.48438850111148224, 1732896602564533499, 
2.4026937887190125, -0.06824223029867109, 0.48250968458908305, 1732896602660731375, 
2.3900416444649695, -0.07247792614549849, 0.48030136369950677, 1732896602774805373, 
2.3810441522500736, -0.07216545489646305, 0.4782519723622703, 1732896602865573436, 
2.371344218989004, -0.062324751586551784, 0.47616200104693646, 1732896602964613185, 
2.3594105503247786, -0.07211200641764985, 0.4741199281042571, 1732896603060771119, 
2.349449160531724, -0.07298352819093375, 0.4720135953230338, 1732896603175580301, 
2.3376767886213368, -0.07244587234480626, 0.46976909996518934, 1732896603265579236, 
2.3304687000148987, -0.06326820172275038, 0.4678396432778639, 1732896603364537477, 
2.325269254561009, -0.04135844686775858, 0.466227649546483, 1732896603461974171, 
2.3210135455202865, -0.03151718164870735, 0.46511676667307966, 1732896603576735458, 
2.3145970861118133, -0.03557389483065313, 0.4640586590795406, 1732896603665701453, 
2.3121072273151846, -0.02968772735033968, 0.4631811905964856, 1732896603764542312, 
2.3094728405050153, -0.01708081868932639, 0.46241181026213424, 1732896603863109463, 
2.300433438409657, -0.03891262968509205, 0.46146756708199044, 1732896603972769767, 
2.29067328669859, -0.06266517935475058, 0.4600386377075508, 1732896604065589246, 
