x, y, theta, stamp, 
-1.999929024965765, -0.5000010092064006, 4.1249076485800126e-07, 1938000000, 
-1.9999277570340053, -0.5000010171831311, 4.227557635717044e-07, 1972000000, 
-1.9999276910284416, -0.5000010249852742, 4.2691912051740346e-07, 2006000000, 
-1.999928826954482, -0.5000010326023371, 4.246658244135813e-07, 2040000000, 
-1.9913465223397404, -0.5000173098861755, -0.006472840220966445, 2108000000, 
-1.9688507678184282, -0.5007182520479443, -0.04880077366769916, 2210000000, 
-1.9464129826841237, -0.5022627718135102, -0.08876425614611169, 2312000000, 
-1.9240506576184648, -0.5046739507247499, -0.1271298005176295, 2414000000, 
-1.9020242116633843, -0.5079078717554267, -0.16443151475899198, 2516000000, 
-1.882483595081924, -0.511501697866496, -0.1988366850127192, 2618000000, 
-1.8660455607174782, -0.5149676676651979, -0.21560116079755792, 2720000000, 
-1.8507285391232648, -0.5184288033640572, -0.22899876503929711, 2822000000, 
-1.8360453264787442, -0.5219401267384413, -0.24031725817045108, 2924000000, 
-1.8215655167521327, -0.5255639664139337, -0.24986211091508975, 3026000000, 
-1.8061923095538408, -0.5295842736698051, -0.26478678708066633, 3128000000, 
-1.7958755335700671, -0.5324252654506729, -0.2727739054060184, 3196000000, 
-1.7801656595898747, -0.5369995596844623, -0.2925679073838315, 3298000000, 
-1.7645811376949598, -0.5418588243681978, -0.3123440045929109, 3400000000, 
-1.7493893157266613, -0.5469241022828174, -0.3318629882316617, 3502000000, 
-1.7353649210005024, -0.551873412202187, -0.34656691209698653, 3604000000, 
-1.722168476844699, -0.5567600425318708, -0.36193826269949114, 3706000000, 
-1.7091094984469848, -0.5617954467065589, -0.37364005680337375, 3808000000, 
-1.6962681064755571, -0.5668969520747742, -0.38309478547812037, 3910000000, 
-1.6836046436109522, -0.572061452498784, -0.39217348973803157, 4012000000, 
-1.6709329337884655, -0.5773683424986653, -0.4013163945304234, 4114000000, 
-1.6583572389385675, -0.5827719367800741, -0.4105004010237649, 4216000000, 
-1.6460419652644276, -0.5882012225333432, -0.42048104233010125, 4318000000, 
-1.6340227334844106, -0.5936500871661835, -0.43089670036538846, 4420000000, 
-1.6223295545501408, -0.5990993391545759, -0.44110885529057114, 4522000000, 
-1.610989730301804, -0.6045217903418015, -0.45078284614552894, 4624000000, 
-1.6036043594716616, -0.6081244720794634, -0.4569234987513753, 4692000000, 
-1.5927441807942486, -0.6135183076418842, -0.46508288981792834, 4794000000, 
-1.582101257565367, -0.6189050297840016, -0.47214481854374674, 4896000000, 
-1.5716506829917554, -0.6242824739612811, -0.4784494720922199, 4998000000, 
-1.5616790287870614, -0.6294900004249909, -0.48419943007668953, 5100000000, 
-1.552023068678943, -0.6346035620847857, -0.48985050365290006, 5202000000, 
-1.5422778437099811, -0.6398355836701886, -0.49561775013844195, 5304000000, 
-1.532594852455169, -0.6451073860205526, -0.5015254391188515, 5406000000, 
-1.5230623353922008, -0.6503711580182507, -0.5074411990224839, 5508000000, 
-1.51362707228421, -0.6556542487195509, -0.5132201322488295, 5610000000, 
-1.5043678509172989, -0.6609074789509988, -0.5186713170987431, 5712000000, 
-1.4953692163659207, -0.666075185738191, -0.5236768722177503, 5814000000, 
-1.4866077477927044, -0.6711622618966088, -0.528212430249982, 5916000000, 
-1.4780532606803547, -0.6761784637344375, -0.5323367303227137, 6018000000, 
-1.4724586649988833, -0.6794839208359565, -0.534940141812352, 6086000000, 
-1.4642147024325542, -0.6843894974403099, -0.5386061458968745, 6188000000, 
-1.4561171672212974, -0.6892476782145796, -0.5421667172677644, 6290000000, 
-1.4481529798704829, -0.6940643466000832, -0.5456842118149163, 6392000000, 
-1.4404185929441278, -0.6987791363650232, -0.5491743438875384, 6494000000, 
-1.4330493387997425, -0.7033063390121023, -0.5525350609756511, 6596000000, 
-1.4255948542841157, -0.7079201268580478, -0.5558019366442848, 6698000000, 
-1.4181720730440701, -0.7125469588280046, -0.5588992583366484, 6800000000, 
-1.410876278563498, -0.7171249120825126, -0.5617787355512884, 6902000000, 
-1.4036541021047695, -0.7216844737232587, -0.5644408558398939, 7004000000, 
-1.396541276202526, -0.7262003864827778, -0.5669161166523232, 7106000000, 
-1.3896226936350125, -0.7306162303700691, -0.569242957014276, 7208000000, 
-1.3828838345133991, -0.7349389506269054, -0.571466787759298, 7310000000, 
-1.3762900206773079, -0.7391890596205545, -0.573617009451159, 7412000000, 
-1.3698355214838491, -0.7433687704736945, -0.5757127753041146, 7514000000, 
-1.3655983690825464, -0.7461230106103101, -0.577085848742145, 7582000000, 
-1.359322757781347, -0.7502172918140363, -0.5790754009537075, 7684000000, 
-1.353137227908597, -0.7542698900825351, -0.5809739074175729, 7786000000, 
-1.3470530297131935, -0.7582721764861614, -0.5827664336346547, 7888000000, 
-1.3411457968901173, -0.7621726914437822, -0.584447701622493, 7990000000, 
-1.335524122044384, -0.765897828019087, -0.5859747924786878, 8092000000, 
