x, y, quat_z, quat_w, th, stamp, 
-7.589327335357666,1.6819409132003784,-0.6445512771606445,0.7645559310913086,-1.400879113389845,1728046742789709273,
-7.589327335357666,1.6819409132003784,-0.644550621509552,0.7645565271377563,-1.4008773424470886,1728046742998012792,
-7.589327335357666,1.6819409132003784,-0.6445505023002625,0.7645565867424011,-1.4008770833241533,1728046743048192117,
-7.589500904083252,1.6817389726638794,-0.6435550451278687,0.765394926071167,-1.398274191817584,1728046743098647282,
-7.589261054992676,1.6810567378997803,-0.6305180788040161,0.7761701941490173,-1.36444652519191,1728046743158287704,
-7.588986873626709,1.6799100637435913,-0.619938850402832,0.7846465706825256,-1.3373339463646872,1728046743188619430,
-7.5881147384643555,1.6763049364089966,-0.588749349117279,0.8083116412162781,-1.259026203562022,1728046743258710711,
-7.587292194366455,1.6735605001449585,-0.5653414130210876,0.8248533606529236,-1.201698327320982,1728046743298850055,
-7.586172103881836,1.671052098274231,-0.5280160903930664,0.8492304682731628,-1.112529613266671,1728046743348669989,
-7.585142135620117,1.6679688692092896,-0.4865880310535431,0.8736274242401123,-1.0163639865286187,1728046743398503276,
-7.583869934082031,1.6645160913467407,-0.45654362440109253,0.889698326587677,-0.9482153377620584,1728046743448047898,
-7.582403182983398,1.6613678932189941,-0.43979814648628235,0.8980938196182251,-0.9107502964631844,1728046743498532489,
-7.580873012542725,1.6590955257415771,-0.43244218826293945,0.9016599059104919,-0.8944006494069252,1728046743538213626,
-7.577798843383789,1.6544536352157593,-0.4326973557472229,0.9015369415283203,-0.8949671500376045,1728046743608804534,
-7.575460910797119,1.6510286331176758,-0.441306471824646,0.8973544239997864,-0.9141099176601077,1728046743658613628,
-7.57334041595459,1.648263692855835,-0.4535042345523834,0.8912519812583923,-0.9413883926806821,1728046743699478148,
-7.571020603179932,1.6442468166351318,-0.4727665185928345,0.8811861872673035,-0.9848568149410207,1728046743748591786,
-7.567936897277832,1.6393334865570068,-0.4964781701564789,0.8680464625358582,-1.0390764625535884,1728046743798534812,
-7.565029144287109,1.6337106227874756,-0.5273554921150208,0.8496424555778503,-1.1109725327107949,1728046743848503307,
-7.5624284744262695,1.6273934841156006,-0.5629380345344543,0.8264962434768677,-1.1958758387661779,1728046743898586482,
-7.560303211212158,1.621379017829895,-0.5940766334533691,0.8044062256813049,-1.2722371997636788,1728046743938655287,
-7.557217597961426,1.6091346740722656,-0.6498173475265503,0.7600876092910767,-1.4146918426129402,1728046744008685338,
-7.5558977127075195,1.5992649793624878,-0.686032235622406,0.7275686860084534,-1.5120463614552684,1728046744058647300,
-7.5554585456848145,1.5909652709960938,-0.7129858136177063,0.701175332069397,-1.5874991007417327,1728046744098482624,
-7.555788993835449,1.5796524286270142,-0.7463334202766418,0.6655693650245667,-1.6850763455901643,1728046744151521738,
-7.557387351989746,1.5698500871658325,-0.7720263600349426,0.6355873346328735,-1.764051228773651,1728046744194486640,
-7.55946159362793,1.559340476989746,-0.8016712069511414,0.5977609753608704,-1.8601783452648406,1728046744244510419,
-7.563174247741699,1.5484907627105713,-0.8294433951377869,0.5585874319076538,-1.956226548651794,1728046744294530535,
-7.569136142730713,1.5353991985321045,-0.8595771789550781,0.51100093126297,-2.0688919492368125,1728046744354776012,
-7.575107574462891,1.5250545740127563,-0.8815645575523376,0.47205761075019836,-2.1583429666661442,1728046744403704836,
-7.582714557647705,1.5139456987380981,-0.9043935537338257,0.42669034004211426,-2.259928870337907,1728046744458564160,
-7.58891487121582,1.5062257051467896,-0.9186367392539978,0.395092248916626,-2.3292523952289814,1728046744498491426,
