error, error_dot, error_int, stamp, 
1.414213559903007, 0.0, 0.1418673989470941, 1729862173775501999, 
1.4146978399464911, 0.005129737318917299, 0.13900282184401055, 1729862173822705200, 
1.4159029540067782, 0.01896140435183536, 0.12842938818527655, 1729862173866268787, 
1.4184306606941226, 0.03928202488396233, 0.13203601522097821, 1729862173915928338, 
1.423512682379226, 0.0626426631684403, 0.16744750665734529, 1729862173984249213, 
1.4259758647719263, 0.0788496685643594, 0.13925603660873598, 1729862174013814003, 
1.432370935701899, 0.08981372423012532, 0.13696785851678844, 1729862174080213029, 
1.4373553320204422, 0.09783884120313492, 0.166904553413506, 1729862174130375544, 
1.4415568964553231, 0.10248991406138552, 0.12925867295463958, 1729862174170157485, 
1.4471825785018966, 0.11004043991801142, 0.1282386071751575, 1729862174219304668, 
1.45244118058411, 0.10979519099911424, 0.14350475494039996, 1729862174269327342, 
1.4617403356611205, 0.09449227044624625, 0.23393119830608713, 1729862174380216158, 
1.465881034965477, 0.06282073468635335, 0.30659408251771253, 1729862174479320290, 
1.4663757179802601, 0.023637815548310903, 0.2770258020384078, 1729862174569355429, 
1.465547674732237, -0.005400234678180767, 0.20647917981689148, 1729862174620171833, 
1.4565557553918216, -0.03634766921098081, 0.30755351560921024, 1729862174779601511, 
1.4461384280431986, -0.07999752707190111, 0.37856400061410767, 1729862174880160185, 
1.433684537503851, -0.12090766455808868, 0.2755914495118442, 1729862174970261599, 
1.4172840971921161, -0.1510982134124396, 0.27232052291589853, 1729862175070279155, 
1.3950957151602412, -0.1835532203762833, 0.2961623302624963, 1729862175179511134, 
1.3721903351460505, -0.21535818768305182, 0.29274851172650374, 1729862175280156276, 
1.3498465707167073, -0.23655282249156115, 0.26301751426011755, 1729862175371162124, 
1.3232014647357118, -0.2583210341914648, 0.25523167075542885, 1729862175469439315, 
1.2932821305286255, -0.2714836712933385, 0.2754448550950016, 1729862175579499436, 
1.2650820582011302, -0.277177652574745, 0.27155417138454185, 1729862175679319190, 
1.2394514584452494, -0.2829886532864082, 0.24082951642067563, 1729862175769737356, 
1.2099493630683489, -0.289882359927574, 0.2352349617432626, 1729862175869306574, 
1.1805002487618554, -0.29423279277344633, 0.24243416663245548, 1729862175970101632, 
1.148395419479425, -0.299393213433875, 0.2424123827557729, 1729862176074807844, 
1.1187279414112439, -0.3010580268330157, 0.23570769980261935, 1729862176175206127, 
1.0914332540589302, -0.2989810887453732, 0.21342429402812038, 1729862176265447144, 
1.05554482091746, -0.30141243103008464, 0.2283006395265577, 1729862176384931655, 
1.0288070737270048, -0.2984137807218215, 0.22195821124918144, 1729862176475119588, 
0.9986347968852772, -0.29979296190621185, 0.19497562244077507, 1729862176574658996, 
0.971146713512153, -0.3046029192852323, 0.18925515284739522, 1729862176664463822, 
0.9353838920924693, -0.30169335564316124, 0.20345546053105135, 1729862176784755943, 
0.9086025937008017, -0.2972591799428661, 0.197433294690975, 1729862176874862351, 
0.8784725268242741, -0.29947926407058495, 0.1723868533551714, 1729862176974716768, 
0.849072983335482, -0.3059089096685247, 0.17105775067544474, 1729862177069530189, 
0.8157352831125828, -0.3060273120386412, 0.17397028605794956, 1729862177179928422, 
0.7851548972678023, -0.3044570145090412, 0.17152107748776516, 1729862177279559156, 
0.7577304126506157, -0.3058297862266791, 0.14908763720276247, 1729862177369557442, 
0.7274010623546916, -0.30388830514819354, 0.1438432354511844, 1729862177469636369, 
0.694508989984973, -0.3014874091937489, 0.15239190840293576, 1729862177579305670, 
0.6639638849008362, -0.30238659350436065, 0.14591771663449435, 1729862177679501952, 
0.6486415954012851, -0.299569808322509, 0.10186915339069055, 1729862177731567768, 
0.6214130642657841, -0.30119088942599, 0.09053973982311365, 1729862177819944876, 
0.5731428327796031, -0.30505069515556216, 0.15249930751676075, 1729862177979776614, 
0.5426602729213299, -0.3024939511550208, 0.150813779489866, 1729862178080385313, 
0.5148521296292909, -0.30610916608410477, 0.10356493872607304, 1729862178170310339, 
0.48440349011565337, -0.3083215428319685, 0.09712797323625327, 1729862178269360549, 
0.45395360771666005, -0.30239052944757194, 0.09758096319351599, 1729862178371756135, 
0.4203595067532946, -0.3039421993983188, 0.09537549974602462, 1729862178479946405, 
0.39298349554923595, -0.3064630911187491, 0.08394336098246809, 1729862178570470533, 
0.3626794544162686, -0.3031189360993073, 0.07458615058669546, 1729862178670213564, 
0.3295127909982825, -0.3019476869467156, 0.0760604107975794, 1729862178780741758, 
0.29921872782760023, -0.3032208957186186, 0.06920366770058561, 1729862178879623192, 
0.27158953156070476, -0.30553876931088, 0.05688684018815359, 1729862178970296940, 
0.2447009088721778, -0.2869269161476661, 0.05180604330617072, 1729862179070201221, 
0.21957800145273895, -0.2485960721504657, 0.05152774926552624, 1729862179180366076, 
0.19670964385582212, -0.22789652198154337, 0.04639634721192248, 1729862179280778304, 
0.17706058927792792, -0.22299927044579687, 0.037665883588340755, 1729862179370806772, 
0.15832512735947307, -0.20377690794354517, 0.03352214694269238, 1729862179469779089, 
0.14052995540536312, -0.1754407280564443, 0.03317189486793413, 1729862179579910381, 
0.12315532742026222, -0.16675545318213014, 0.029707845960751284, 1729862179680967097, 
0.1124160926053323, -0.14599088957913312, 0.023883860006001942, 1729862179770421729, 
0.10030629817923502, -0.12067401246037437, 0.021192941321928987, 1729862179870258677, 
0.08572012467763793, -0.12644160998181145, 0.02095908673271399, 1729862179981106390, 
0.0736596246445514, -0.12602270549370082, 0.01826197307241968, 1729862180081228499, 
0.0666156656530858, -0.0997387071642466, 0.014257609211081051, 1729862180170370529, 
0.05872042101440893, -0.079037889842243, 0.01253743916603783, 1729862180270239193, 
0.050125642560974744, -0.07881991948289688, 0.01223786267001544, 1729862180379610391, 
0.04409881906572003, -0.0689420304532805, 0.010757282424120614, 1729862180481242312, 
0.03940325895357909, -0.05574207636047718, 0.008534951953796272, 1729862180571223746, 
0.0348129101663826, -0.04948158489473607, 0.007418695317884405, 1729862180669351074, 
0.030384435481587608, -0.04333097241911481, 0.007292948152074683, 1729862180780389310, 
0.026296556364431487, -0.04020531502167243, 0.006462619647619814, 1729862180881254365, 
0.023244291792157548, -0.03740035268270839, 0.005059903169483622, 1729862180970313059, 
0.01947629178899525, -0.03615868642220865, 0.004327366599582761, 1729862181069354014, 
0.015634761364352975, -0.03877498383406057, 0.0038180411024263256, 1729862181166595393, 
0.011513358599666618, -0.037725173161377724, 0.0032932248261909906, 1729862181281253191, 
