ranges, angle_increment, stamp, 
inf,-3.1241393089294434,1728046742549986040,
inf,-3.115424799732864,1728046742549986040,
inf,-3.1067102905362844,1728046742549986040,
3.200000047683716,-3.097995781339705,1728046742549986040,
3.200000047683716,-3.0892812721431255,1728046742549986040,
inf,-3.080566762946546,1728046742549986040,
5.3520002365112305,-3.0718522537499666,1728046742549986040,
5.3520002365112305,-3.063137744553387,1728046742549986040,
inf,-3.0544232353568077,1728046742549986040,
inf,-3.0457087261602283,1728046742549986040,
inf,-3.036994216963649,1728046742549986040,
inf,-3.0282797077670693,1728046742549986040,
inf,-3.01956519857049,1728046742549986040,
inf,-3.0108506893739104,1728046742549986040,
inf,-3.002136180177331,1728046742549986040,
5.776000022888184,-2.9934216709807515,1728046742549986040,
5.776000022888184,-2.984707161784172,1728046742549986040,
5.791999816894531,-2.9759926525875926,1728046742549986040,
5.791999816894531,-2.967278143391013,1728046742549986040,
5.888000011444092,-2.9585636341944337,1728046742549986040,
5.935999870300293,-2.9498491249978542,1728046742549986040,
5.960000038146973,-2.9411346158012748,1728046742549986040,
5.960000038146973,-2.9324201066046953,1728046742549986040,
5.984000205993652,-2.923705597408116,1728046742549986040,
4.535999774932861,-2.9149910882115364,1728046742549986040,
4.495999813079834,-2.906276579014957,1728046742549986040,
4.495999813079834,-2.8975620698183775,1728046742549986040,
4.480000019073486,-2.888847560621798,1728046742549986040,
4.455999851226807,-2.8801330514252186,1728046742549986040,
4.447999954223633,-2.871418542228639,1728046742549986040,
4.440000057220459,-2.8627040330320597,1728046742549986040,
4.447999954223633,-2.85398952383548,1728046742549986040,
4.4720001220703125,-2.8452750146389008,1728046742549986040,
4.48799991607666,-2.8365605054423213,1728046742549986040,
6.199999809265137,-2.827845996245742,1728046742549986040,
6.199999809265137,-2.8191314870491624,1728046742549986040,
6.208000183105469,-2.810416977852583,1728046742549986040,
6.263999938964844,-2.8017024686560035,1728046742549986040,
6.328000068664551,-2.792987959459424,1728046742549986040,
6.320000171661377,-2.7842734502628446,1728046742549986040,
6.263999938964844,-2.775558941066265,1728046742549986040,
6.191999912261963,-2.7668444318696856,1728046742549986040,
4.927999973297119,-2.758129922673106,1728046742549986040,
4.920000076293945,-2.7494154134765267,1728046742549986040,
inf,-2.7407009042799473,1728046742549986040,
inf,-2.731986395083368,1728046742549986040,
inf,-2.7232718858867884,1728046742549986040,
inf,-2.714557376690209,1728046742549986040,
inf,-2.7058428674936295,1728046742549986040,
inf,-2.69712835829705,1728046742549986040,
inf,-2.6884138491004705,1728046742549986040,
inf,-2.679699339903891,1728046742549986040,
inf,-2.6709848307073116,1728046742549986040,
inf,-2.662270321510732,1728046742549986040,
inf,-2.6535558123141527,1728046742549986040,
4.552000045776367,-2.6448413031175733,1728046742549986040,
4.552000045776367,-2.636126793920994,1728046742549986040,
4.535999774932861,-2.6274122847244143,1728046742549986040,
4.5279998779296875,-2.618697775527835,1728046742549986040,
4.271999835968018,-2.6099832663312554,1728046742549986040,
4.271999835968018,-2.601268757134676,1728046742549986040,
4.271999835968018,-2.5925542479380965,1728046742549986040,
4.271999835968018,-2.583839738741517,1728046742549986040,
4.263999938964844,-2.5751252295449376,1728046742549986040,
