imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, odom_x, odom_y, kf_x, kf_y, stamp, 
0.002920687198638916, -0.0057029128074646, 0.0025026816814070025, 1.3353488144479385e-14, 1.783807328158948e-05, 7.485947576110366e-10, -7.305679901037365e-06, 8.435130439465865e-06, -5.351421984476843e-06, 0.0, 1731684080546357444, 
0.008639037609100342, 0.0015249252319335938, 0.0073741101598969105, 2.5694489867067595e-11, 7.893954165293505e-05, 3.254958076655142e-07, -7.305679901037365e-06, 8.435130439465865e-06, -1.5246938545100342e-05, 6.278657712197058e-15, 1731684080597863758, 
0.01211237907409668, 0.019493818283081055, 0.011120759620442776, 2.3700092190213572e-09, 0.00018715986474453997, 1.2663020580060009e-05, -7.305679901037365e-06, 8.435130439465865e-06, -2.7512866065933647e-05, 6.646540934319138e-13, 1731684080656648692, 
-0.011223971843719482, -0.002158939838409424, -0.006563697077335185, 8.068561944992166e-11, 0.00019029376699766787, 4.2400558212140757e-07, -7.305679901037365e-06, 8.435130439465865e-06, -2.760768621722689e-05, -8.698568548577659e-14, 1731684080706830218, 
0.004928469657897949, 0.0067536234855651855, 0.0025308479220791796, 1.33944148581687e-10, -5.577404077772459e-05, -2.4015500170678417e-06, -7.305679901037365e-06, 8.435130439465865e-06, -3.0454413192843135e-06, 3.196971943235355e-11, 1731684080756671890, 
-0.3877810835838318, 0.5145739316940308, -0.3062936100165982, -1.0890990205503328e-07, -0.001364104525811054, 7.983985097496751e-05, -7.305679901037365e-06, 8.435130439465865e-06, 0.0001282225887415209, 1.8389525799331573e-10, 1731684080796623734, 
0.24962162971496582, 0.4557396173477173, 0.13369307382207352, -0.00018551500421782173, -0.0005503073566508268, 0.3371116194900009, 0.0002469431492500007, -0.00019946643442381173, 0.0005667620493818634, -2.520154151859301e-07, 1731684080845873267, 
0.9688509106636047, 0.6360721588134766, 0.7951640368688938, 0.14130351315813539, 0.16433486035798522, 0.8598511164966545, 0.0005785483517684042, 0.0004965475527569652, 0.004120596439937697, 2.501900442676153e-05, 1731684080895871831, 
-0.44498252868652344, -0.3470227122306824, -0.18791427369386193, -0.22742679640879374, -0.1616789720605688, 1.4066566202783268, 0.0033613729756325483, 0.001056343549862504, 0.011069475601815256, 0.0005593802215790261, 1731684081006168612, 
-0.25155287981033325, 0.28319960832595825, -0.23676093729468786, 0.1976336928064269, 0.12795219547069933, 1.5445900875666054, 0.00716085871681571, 0.0013973198365420103, 0.00027735068171715754, -0.0012701372439493592, 1731684081106626398, 
-0.3915333151817322, 0.268021821975708, -0.3590599355228885, 0.213274293235978, 0.13552114203641002, 1.573734474423764, 0.014887555502355099, 0.005663147196173668, 0.012894967558289038, 0.00262865623118693, 1731684081292609071, 
-0.295043408870697, -0.347847044467926, -0.3095120324750196, -0.17508497523556785, -0.11508355183718821, 1.5213727108741417, 0.01988130435347557, 0.009617649018764496, 0.023299812039811272, 0.007762228261881519, 1731684081392984165, 
-0.33264368772506714, -0.19844859838485718, -0.3274531014140302, -0.11110025876522119, -0.07542493871900702, 1.472991037873048, 0.025586629286408424, 0.01640011928975582, 0.014438277422240242, 0.0015349592857585575, 1731684081502628079, 
-0.24497085809707642, -0.27906566858291626, -0.2621406239110231, -0.15047810404503967, -0.09714380624464308, 1.549024172123559, 0.03043135069310665, 0.023714520037174225, 0.009108286456671876, -0.0035610708825844603, 1731684081600636644, 
0.36257094144821167, 0.055065274238586426, 0.23296062096596504, 0.05938408332305152, 0.039106280861413587, 1.5185305791031172, 0.03389099985361099, 0.0315578319132328, 0.0040413860594533495, -0.010126398308231113, 1731684081692730674, 
-0.04597848653793335, 0.12380033731460571, 0.012387389599573972, 0.1301989633631379, 0.08629039947925547, 1.508846455096528, 0.03629670292139053, 0.043151143938302994, 0.006055910825078669, -0.006489568691556427, 1731684081806403778, 
-0.10959827899932861, 0.2829444408416748, -0.08376991052485995, 0.24245702562630397, 0.15725550268784216, 1.5418031260094593, 0.0370081402361393, 0.05418214574456215, 0.00927338442892275, 0.0022154282729736395, 1731684081906642188, 
0.22419023513793945, -0.11355364322662354, 0.15913856295710127, 0.004189346474403756, 0.0028325789549412395, 1.4789866552865998, 0.036397404968738556, 0.06567003577947617, 0.012131725652730874, 0.016300356880195942, 1731684081998665814, 
-0.8252689242362976, 0.04636025428771973, -0.6195133318496603, 0.08880151705984074, 0.05950568695912983, 1.4923198369398223, 0.03265722468495369, 0.07907816767692566, 0.012182620757229866, 0.01708537524029016, 1731684082096597404, 
0.4112136960029602, 0.6783169507980347, 0.197695993284573, 0.5152327424122318, 0.33023244202937635, 1.5602123741870233, 0.02759559452533722, 0.0925208181142807, 0.011325136183781174, 0.025953764858616724, 1731684082197352599, 
-0.4030280113220215, 0.17338359355926514, -0.27878743354926055, 0.2121558376114432, 0.11687334271064762, 1.815262853709026, 0.01649847999215126, 0.1095067486166954, 0.0035870954609830414, 0.05587211231025923, 1731684082306672130, 
-0.5133609771728516, -0.13030028343200684, -0.46485961159198386, -0.01005128581562793, -0.005416400417327993, 1.8557132119464697, 0.004526432603597641, 0.12277063727378845, -0.0007359431452991724, 0.06568527898602713, 1731684082397653390, 
-0.25439733266830444, -0.4461236000061035, -0.2988191008983143, -0.24438016011235852, -0.14268031379311766, 1.7127812072708413, -0.0021598348394036293, 0.1284172236919403, -0.00014353113268479275, 0.06482694167110147, 1731684082446801587, 
0.5068744421005249, -0.28095728158950806, 0.33910384310471753, -0.1403955142839998, -0.08417807107171854, 1.6678395275223732, -0.025256751105189323, 0.1423196792602539, 0.009508664904922472, 0.0550339838518188, 1731684082606277121, 
0.4074043035507202, 0.27465593814849854, 0.39425701553960324, 0.2805623226019729, 0.16559734731410544, 1.694244063401581, -0.04643070325255394, 0.14982014894485474, 0.014956697618614985, 0.051150210964094736, 1731684082706649362, 
-0.8048586249351501, -0.08173751831054688, -0.5553402104681281, 0.06233020826483208, 0.03814674371045629, 1.6339588180300415, -0.06652501225471497, 0.15400458872318268, 0.0011901239728780459, 0.05787368678360691, 1731684082797645951, 
0.9577131867408752, 0.684994637966156, 0.643578803611414, 0.49186144333918486, 0.332420249190055, 1.4796374304441737, -0.08735789358615875, 0.15513522922992706, -0.005206806041358281, 0.05979311674473696, 1731684082897699654, 
-0.2530477046966553, 0.2760353088378906, -0.06677541235776796, 0.32020281033979836, 0.2132740881793761, 1.501367620760797, -0.1097649484872818, 0.15240781009197235, -0.03678032923833695, 0.06384867958590001, 1731684082996961842, 
0.4838743805885315, 0.41107839345932007, 0.36914376722747594, 0.3901709211067062, 0.25398947245555986, 1.5361696582718554, -0.13454702496528625, 0.14579766988754272, -0.05836832342328693, 0.06340796883249673, 1731684083107673850, 
-0.46505266427993774, 0.26864463090896606, -0.2912962603807145, 0.3081701462384775, 0.20858237426135204, 1.4774505627802605, -0.15425832569599152, 0.13700957596302032, -0.08289927830135262, 0.05918185606304932, 1731684083197664185, 
-0.24364632368087769, -0.10486853122711182, -0.25428725151049497, 0.06526067726383251, 0.044156907150697144, 1.4779268176802591, -0.17524637281894684, 0.12358206510543823, -0.10144792264936288, 0.052941370176380544, 1731684083296600958, 
0.5065440535545349, 0.32337862253189087, 0.34868020013254414, 0.31100701417705184, 0.21495078994390926, 1.446875418593289, -0.1957506388425827, 0.10519421845674515, -0.1070390471986401, 0.050123213720703115, 1731684083405982125, 
-0.47034281492233276, 0.0015892386436462402, -0.3000723409347648, 0.14618605386056815, 0.10444909040425168, 1.39959144971757, -0.21214322745800018, 0.0849667638540268, -0.12355691637391433, 0.03837511589144326, 1731684083506676485, 
0.580245852470398, 0.7663240432739258, 0.3981738436952054, 0.599592983644897, 0.4155478858714088, 1.4428974470356009, -0.22423866391181946, 0.06535326689481735, -0.1334276778113859, 0.029013843812074953, 1731684083596640597, 
-0.08864957094192505, 0.15104341506958008, 0.011704619530502114, 0.26908767677853496, 0.20113543063984712, 1.3378432428464733, -0.2351294755935669, 0.04153131693601608, -0.15771647144908035, -0.001712651335740829, 1731684083697563953, 
0.6178370118141174, 0.455646276473999, 0.4917855168368702, 0.4050083484426542, 0.30288458398700274, 1.3371705588688323, -0.2425442934036255, 0.01584901660680771, -0.16832982501664248, -0.01991796124719862, 1731684083797764315, 
-0.6769458055496216, 0.6163042783737183, -0.432767585685659, 0.5170976663570777, 0.3806200466028864, 1.3585665573116357, -0.24658644199371338, -0.013201110996305943, -0.18014057255467694, -0.048316525472903105, 1731684083907689334, 
0.09117907285690308, 0.03127932548522949, -0.01916916480766584, 0.18834638606317688, 0.15253056124809647, 1.234810811171308, -0.24650438129901886, -0.03749888017773628, -0.18946986611387395, -0.08342674869297942, 1731684083997642034, 
-0.0038886070251464844, 0.7528795003890991, -0.005603232911129699, 0.5647184137510757, 0.4417715194276083, 1.2783042566500584, -0.24332569539546967, -0.06435760855674744, -0.19182493768841738, -0.1016038022576183, 1731684084096587148, 
-0.24842435121536255, 0.03206610679626465, -0.19908682400187477, 0.19779371823086728, 0.1711231809537792, 1.1558557825330038, -0.23646952211856842, -0.09372752904891968, -0.19193497466202034, -0.14290018995349651, 1731684084208490592, 
0.19389581680297852, 0.6713493466377258, 0.1131535315414583, 0.49532233394986236, 0.4116263453371535, 1.2033300092688564, -0.2264053225517273, -0.119055837392807, -0.18953438475079762, -0.1627429996722691, 1731684084307662633, 
0.547687292098999, 0.1486707329750061, 0.4559449803546308, 0.2575730153214337, 0.22063394978639528, 1.1674224006359883, -0.2147672176361084, -0.1415690779685974, -0.18040112944366843, -0.20022927621988987, 1731684084397658672, 
-0.37134528160095215, 0.6422764658927917, -0.1978502478175237, 0.4942948631322791, 0.41755186086503404, 1.1837927439917477, -0.19843286275863647, -0.16522981226444244, -0.17198971608454205, -0.22283618997555668, 1731684084496592345, 
0.04276317358016968, 0.4937615394592285, -0.007613886239367623, 0.4350205452013016, 0.37048730289913884, 1.1741847609814884, -0.1795560121536255, -0.1871209740638733, -0.15308322721630377, -0.2596476656218069, 1731684084597676946, 
0.03590458631515503, 0.5085974931716919, 0.026905958408058865, 0.4371358339552784, 0.38884077769541026, 1.1242026531942053, -0.154397115111351, -0.20980337262153625, -0.13216223281218065, -0.290765582055332, 1731684084707698596, 
-0.03476560115814209, -0.04492533206939697, -0.023057594955328227, 0.16703418488168076, 0.15872829399120464, 1.0523277273485745, -0.13175244629383087, -0.2259168028831482, -0.10861362100050578, -0.3181863161072301, 1731684084797681911, 
-0.2678148150444031, 0.36179280281066895, -0.2159584853291709, 0.32975856296948347, 0.3073480225654316, 1.0729158437948982, -0.10494953393936157, -0.24124117195606232, -0.09554462953561575, -0.3304224443737838, 1731684084896563581, 
-0.3953675627708435, 0.22012370824813843, -0.3580200767246007, 0.27348764594783614, 0.2633539791297065, 1.03847926221437, -0.09041410684585571, -0.2480819821357727, -0.0711493310750778, -0.34880483290566716, 1731684084947711535, 
-0.22296428680419922, 0.46250998973846436, -0.2504815474491942, 0.3760001024607885, 0.36572259301168175, 1.0281019265571556, -0.04268581047654152, -0.26430270075798035, -0.04690829034732523, -0.36334550149923533, 1731684085107672534, 
0.48314183950424194, 0.31874024868011475, 0.32985606118405414, 0.32455351151662104, 0.3194458184705095, 1.0159892311959722, -0.015016577206552029, -0.27003800868988037, -0.01415588812474465, -0.3785899344765492, 1731684085197671318, 
-0.04057502746582031, -0.019423067569732666, 0.03594880905692771, 0.17534188164282027, 0.1874760548363408, 0.935276143910148, 0.016806315630674362, -0.27354368567466736, 0.01411184121358057, -0.388363043555572, 1731684085297588960, 
