imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.0231778621673584, 0.00858759880065918, -0.015443342752308646, -0.0, -0.00025696077790862985, 0.0, 2.5696077790862974e-05, 0.0, 1731681826770037797, 
0.0005161762237548828, 0.02496027946472168, -0.005454908863864507, 1.4040802222545396e-08, -0.0004996644890823587, -2.8100460467646077e-05, 4.996644890823586e-05, 1.4441432362714072e-11, 1731681826817354858, 
0.00682675838470459, 0.014367222785949707, 0.002154817300938033, 5.337609770441677e-09, -0.0002668731882429564, -2.0000547097231872e-05, 2.6646946264011594e-05, 5.0984259398572646e-11, 1731681826866218697, 
0.005082190036773682, -0.026692509651184082, 0.003964009542429644, -7.88581839088665e-11, 1.1616312186004063e-05, -6.788573055386626e-06, -1.1486173161281809e-06, 1.414721497733418e-10, 1731681826929032330, 
0.05216419696807861, -0.09863704442977905, 0.03373369385376933, -1.821057195767287e-08, 0.0006630010917852465, -2.7466880799000973e-05, -6.622013477183005e-05, 3.578675037937682e-10, 1731681826977415339, 
-0.5032327771186829, 0.6826839447021484, -0.29789025736030306, 0.0005786577543535897, 0.0018355162821594184, 0.3152561271060041, 0.0007770309099763838, 4.4016485395751486e-07, 1731681827121640604, 
0.596764862537384, 0.36006611585617065, 0.2563556736082865, 0.06748308088193361, 0.0769565020357109, 0.8768990156363754, 0.005894276584863356, 7.330719564155636e-05, 1731681827216519334, 
-0.0389324426651001, 0.11918455362319946, 0.07341525168557894, 0.0927471201395831, 0.0685392305983286, 1.3531975677276544, 0.012125676792953, 0.0007269534859062537, 1731681827312735924, 
0.23611074686050415, -0.09415566921234131, 0.1723297833886426, -0.012330183439659213, -0.008551225691453529, 1.4419200105994794, 0.014585505973446447, 0.0015007886653935938, 1731681827425789823, 
0.024037420749664307, 0.396981418132782, 0.08390359109782011, 0.2465365641733191, 0.16635048267258482, 1.4820309518341377, 0.018715464644836526, 0.002634850228027747, 1731681827521603616, 
0.6608383059501648, 0.5138118267059326, 0.44146066526779104, 0.37478219813992436, 0.2403273447155973, 1.5594654806486568, 0.034449907386947094, 0.011075798382791434, 1731681827617609199, 
0.031202077865600586, 0.7954019904136658, 0.18975743641455411, 0.5693545178138845, 0.36361266450377316, 1.565826973026063, 0.0555848197944832, 0.02674786088474615, 1731681827728380119, 
-0.43983399868011475, -0.28727519512176514, -0.20683903029596112, 0.0006608714049287344, 0.00045014183071323544, 1.4681403945098916, 0.07496552155341399, 0.0469656018322551, 1731681827824606201, 
-0.1872645616531372, -0.3986022472381592, -0.19690565701047236, -0.18927060207551347, -0.12672190733050176, 1.4935902249472877, 0.07326039221279813, 0.04480937689144733, 1731681827920599979, 
-0.15047675371170044, 0.13918006420135498, -0.16427182857731465, 0.07291983030420855, 0.04883998643594337, 1.4930354331659648, 0.0698676404323352, 0.037742596053428515, 1731681828016654678, 
0.16378241777420044, 0.08685249090194702, 0.03905823632150998, 0.10573226180205329, 0.07057481036157966, 1.498158638476669, 0.07164637385771573, 0.04308271139514243, 1731681828112047643, 
-0.22259533405303955, -0.06899094581604004, -0.1236032543615139, 0.030292853906063504, 0.02018253626978256, 1.5009438606295575, 0.07261901323442975, 0.04888430611515371, 1731681828224693601, 
0.0988161563873291, 0.7657355070114136, 0.020120346153079505, 0.47506465599982506, 0.3219035636836994, 1.4757980637537176, 0.0730886153046706, 0.05849493981680062, 1731681828320563231, 
-0.5065034627914429, 0.24138110876083374, -0.30802692240557644, 0.2898318930851103, 0.17693739791170837, 1.638047673956052, 0.06920030337998465, 0.08705703812777672, 1731681828416706606, 
-0.08161866664886475, 0.024274468421936035, -0.16971481996292653, 0.12383504173845185, 0.06729181593402869, 1.8402689839706035, 0.0648121064759845, 0.10101137216373207, 1731681828514717320, 
-0.29428398609161377, -0.1306593418121338, -0.2477500838578413, -0.002262954550905705, -0.0013391496786945914, 1.6898443743134393, 0.06212467038912962, 0.10663297325068218, 1731681828624617569, 
0.4052860736846924, 0.7584716081619263, 0.16241466568346685, 0.47211666205209574, 0.30709169718583296, 1.5373800932377533, 0.05855156601069791, 0.11199033002951256, 1731681828721602199, 
-0.019689202308654785, 0.07865625619888306, 0.04595731296021875, 0.21101098614141167, 0.12975865229036862, 1.6261804697941828, 0.0393207197589227, 0.13053681306951484, 1731681828816727950, 
-0.20659291744232178, 0.38890403509140015, -0.10837188066607444, 0.35487626327555877, 0.21155739295046583, 1.6774467596065041, 0.027338064736355902, 0.1390683142847632, 1731681828913589079, 
-0.13767027854919434, 0.3575087785720825, -0.12609979630472473, 0.34757258071889696, 0.22000994025722692, 1.579803986640462, 0.0076135542024213035, 0.1487677338646693, 1731681829024643393, 
