e, e_dot, e_int, stamp, 
1.4142217219480575, 1.595380434279055e-05, 0.11301850257144733, 1731684420051401721, 
1.4142339389191794, 5.052139419629379e-05, 0.13574627236216447, 1731684420115162518, 
1.4142287388912902, 2.33898107756166e-05, 0.1580469038096642, 1731684420163156607, 
1.4143018635255602, 0.0002264153546027714, 0.13593242837270772, 1731684420211278454, 
1.4150782354014075, 0.002831655033724475, 0.15891049512020308, 1731684420275497660, 
1.418516660264823, 0.01404932246420909, 0.13549935277011066, 1731684420306972413, 
1.418516660264823, 0.011461416211384634, 0.04461138698379186, 1731684420306972413, 
1.4294514154958813, 0.036449184103527855, 0.1596999975693518, 1731684420419266262, 
1.447390776012452, 0.09624705249209702, 0.29810296710935696, 1731684420515175949, 
1.4572815244480466, 0.09276702984055103, 0.2776928295996473, 1731684420611480085, 
1.469076909703259, 0.07228711230268987, 0.2797189917113539, 1731684420707038110, 
1.4740652299298425, 0.05594568493931954, 0.3043810364037602, 1731684420818992629, 
1.4795394267406188, 0.03487505679119929, 0.3072004965078051, 1731684420915418812, 
1.4858178433664015, 0.039175378121863634, 0.28470796795231157, 1731684421011387902, 
1.4860069791471384, 0.02155850802173213, 0.2842483809333852, 1731684421106988204, 
1.4833587857183135, -0.008196858826960233, 0.3090545558049436, 1731684421219496871, 
1.4703732540522496, -0.052112416982962685, 0.30775186250895187, 1731684421314940875, 
1.4573705626905018, -0.08662741009270558, 0.2820945563334332, 1731684421411349962, 
1.4398401469104654, -0.10177702380594751, 0.27937761539659284, 1731684421506839383, 
1.429510971847818, -0.09286530280894582, 0.29899212515163565, 1731684421618660818, 
1.4153476817852528, -0.08164155041737509, 0.29768739871227007, 1731684421715269949, 
1.3952139781496156, -0.11432331232734165, 0.27238931286643375, 1731684421811385804, 
1.3671257117502815, -0.16073990011657102, 0.267532261801052, 1731684421907385039, 
1.3445792568883503, -0.16878240420421742, 0.28445015235393895, 1731684422019169417, 
1.3203550950566834, -0.15590205564532722, 0.27962112762393476, 1731684422115433374, 
1.3028239421170575, -0.13918438257097598, 0.2553064628551315, 1731684422212205215, 
1.283907720587681, -0.1214912482300079, 0.24996698317543928, 1731684422307366903, 
1.2559261931051606, -0.1563258300396564, 0.26534340751582175, 1731684422419361369, 
1.229052250637092, -0.1828515665019633, 0.26105511126332487, 1731684422515164459, 
1.2082874147133595, -0.15879592797267028, 0.23749516556671946, 1731684422612276129, 
1.1987835629547638, -0.10089562560776051, 0.23208973259471893, 1731684422706651148, 
1.1758170968039554, -0.10823439303134712, 0.24713389213857467, 1731684422819204635, 
1.1662473700573255, -0.10845397632479455, 0.2460970312705286, 1731684422915158005, 
1.1462360131068088, -0.09860361232382209, 0.22336014824937744, 1731684423011298306, 
1.110640665912184, -0.18535568048380524, 0.21915447310288763, 1731684423107223326, 
1.076947230964868, -0.23096260713980263, 0.23103406586090902, 1731684423219198368, 
1.0442450104309131, -0.221318851604236, 0.22401250392914776, 1731684423315166475, 
1.0211328024866722, -0.18604809492731947, 0.20126400957448615, 1731684423411346545, 
0.9979908384223505, -0.15418057336187543, 0.19562527616456488, 1731684423506745059, 
0.9847385443772032, -0.12131419369822982, 0.20809319471092358, 1731684423619172186, 
0.9664767736732888, -0.10504688249687237, 0.20492670949778619, 1731684423715201198, 
0.9460758348343321, -0.128875698476237, 0.18559681294083946, 1731684423811348398, 
0.9308697072428452, -0.11869022143481178, 0.18154182927960466, 1731684423906739924, 
0.9161928300436426, -0.09961001596896502, 0.19455745174135403, 1731684424020314900, 
0.8991996436144205, -0.10556687876141575, 0.19079060837542022, 1731684424115158417, 
0.8813042580946332, -0.11629523983003136, 0.17169425383355955, 1731684424211319975, 
0.8603593649797947, -0.12946759544875266, 0.16922010435283436, 1731684424307391131, 
0.8374875976841579, -0.14605553470158425, 0.1787087441582743, 1731684424419189226, 
0.8146936166765274, -0.15221916101089103, 0.1740155764644269, 1731684424515167568, 
0.7982383156373952, -0.13083094015587568, 0.15692388408284555, 1731684424611308023, 
0.7810937511627365, -0.11199955171263636, 0.15341886559124518, 1731684424707419723, 
0.7610063090545106, -0.12410668860961538, 0.16298020885634715, 1731684424820226798, 
0.7426464976682715, -0.12815751164821662, 0.1582460620199316, 1731684424915205652, 
0.7261723236503042, -0.1161132846806882, 0.14201383800221912, 1731684425011291787, 
0.7114364268288542, -0.10403356946472431, 0.13952380668127615, 1731684425107188412, 
0.6990733849076306, -0.09032979580891183, 0.14885775778035396, 1731684425220294926, 
0.6888509994241412, -0.07528475801571011, 0.14554694956616232, 1731684425315175932, 
0.677218445414781, -0.07284979830949852, 0.13148103000586028, 1731684425411295318, 
0.6645565513847063, -0.08098149346478307, 0.13112996899039187, 1731684425508904323, 
0.6535322355741134, -0.07895403280222535, 0.1382968180651311, 1731684425619228436, 
0.6427202150088451, -0.0727877879195371, 0.13484060821471106, 1731684425715207856, 
0.6306039612381805, -0.07642758111977639, 0.12337961166834244, 1731684425811323100, 
0.6188027174633256, -0.07972499181839843, 0.12242722994435187, 1731684425909318352, 
0.6046902139653614, -0.0863791575760638, 0.12847813741460912, 1731684426019205662, 
0.5904869860450438, -0.09438577139427269, 0.1244666299037219, 1731684426115164010, 
0.5778981453805605, -0.0893068952826696, 0.11353327977914462, 1731684426211301187, 
0.5654933068322694, -0.08331226404258134, 0.11104194224786074, 1731684426307291566, 
0.55356716790405, -0.08110325825503491, 0.1177005294906633, 1731684426419380267, 
0.5438369832943918, -0.0721877451262587, 0.11525647820169528, 1731684426515223470, 
0.5329587390631728, -0.06869476280292404, 0.10425139152622355, 1731684426611211286, 
0.5224657591028236, -0.07123741397189409, 0.10217516348030671, 1731684426706890370, 
0.5135198944626792, -0.06479614866831203, 0.1088507653576077, 1731684426819346321, 
0.5061759800693251, -0.05429926344499495, 0.10706535843158495, 1731684426915166901, 
0.49656080902258687, -0.056530284800307785, 0.09702497911356397, 1731684427011315755, 
0.4853445182329013, -0.06943820612141254, 0.10304176999075092, 1731684427122901054, 
0.474442821187556, -0.07372662611676961, 0.100980070338845, 1731684427219329348, 
0.4664633084129924, -0.06293736606636309, 0.09191438069947118, 1731684427316235334, 
0.4571078237623812, -0.057783324750582676, 0.08947604274066441, 1731684427411336107, 
0.4478755804075619, -0.06195909335143487, 0.08725499738729878, 1731684427507103116, 
0.4382424157037121, -0.06288469352889699, 0.09310256619741436, 1731684427619274113, 
0.4282735470983127, -0.06534011103083066, 0.09160231693235901, 1731684427716178526, 
0.41843423221093884, -0.06602727830924415, 0.08220941777098872, 1731684427811210154, 
0.41059638648036445, -0.058923868726494244, 0.08023144002421535, 1731684427907615353, 
0.40387651480048337, -0.048525724701518246, 0.08549864811539358, 1731684428019251731, 
0.39619234613883614, -0.04801346780509438, 0.08378585440472013, 1731684428115234729, 
0.38839814980998444, -0.05159454996832976, 0.07611597542545898, 1731684428211388260, 
0.38108500633669884, -0.050357799340457664, 0.07464547544935908, 1731684428307343447, 
0.37328481538344493, -0.05037778142179835, 0.07917075746475913, 1731684428419227715, 
0.3661235759805664, -0.049871434520441515, 0.0776278292799301, 1731684428515183572, 
0.3598625818231571, -0.04474077853429274, 0.07015317566604748, 1731684428610681444, 
0.3531688378719574, -0.04318246036202992, 0.07536840540532701, 1731684428724704185, 
0.34535471536126966, -0.04835955487295818, 0.07363838768559018, 1731684428819409767, 
0.33817499807460005, -0.049979465991191185, 0.06589063753644518, 1731684428915378622, 
0.33200997140929384, -0.04448247983991941, 0.06494384002686428, 1731684429011259995, 
0.32482278136873843, -0.04450738901953873, 0.06345331787490929, 1731684429106693668, 
0.31853616692297687, -0.04491268162105655, 0.06773328126970048, 1731684429219591263, 
0.31208498729211737, -0.04245931358873689, 0.06651923772561678, 1731684429315557533, 
0.3057319238830977, -0.04268081013293049, 0.05985373156233515, 1731684429411357808, 
0.29983966871818085, -0.04081772857978838, 0.05848062499617682, 1731684429506742208, 
0.2937931105649638, -0.03979604439377967, 0.06215140664095956, 1731684429618675506, 
0.2887329538584982, -0.03702238286560892, 0.061187500291923026, 1731684429714776693, 
0.2835560271317183, -0.03412361144415177, 0.05567158853654721, 1731684429811514923, 
0.27807262416334183, -0.035534432317187815, 0.05449188879652703, 1731684429907019223, 
0.27265718591216154, -0.03632947073185585, 0.05783823945506925, 1731684430019494863, 
0.26750376830910083, -0.035229519514136665, 0.05688261976193794, 1731684430115575635, 
0.26247872581681797, -0.03392820031781189, 0.05184176626400422, 1731684430213262132, 
0.25715778876131506, -0.03448659849261922, 0.05035620363605691, 1731684430307496458, 
0.2524679185379155, -0.033369357596341555, 0.053023571645523786, 1731684430419284411, 
0.24800681101254068, -0.03050325916258127, 0.052466001131711425, 1731684430515246257, 
0.24222157873840738, -0.034154465998360396, 0.04777453245476973, 1731684430612261804, 
0.23712010594846075, -0.03628901688026644, 0.04645180837352003, 1731684430706840006, 
0.2331690284248607, -0.03017516771182227, 0.04916180112058665, 1731684430819255749, 
0.22811137855105412, -0.030029091324688766, 0.048517289061219694, 1731684430915247452, 
0.22369304522433214, -0.03158661066842853, 0.044071775283620676, 1731684431012278304, 
0.21926873590958973, -0.02947547547154798, 0.04287276170006382, 1731684431106908053, 
0.21497326985473983, -0.029065917898641047, 0.045398974309173806, 1731684431219284942, 
0.21074629757796734, -0.02840812777207463, 0.044800215257347765, 1731684431315284926, 
0.20685195264593662, -0.02707105736267738, 0.04049117880141675, 1731684431411316250, 
0.20320200571253305, -0.025147639551447627, 0.03961545120367228, 1731684431506725494, 
0.19875268094790394, -0.026997572326775594, 0.04220419794189378, 1731684431619284734, 
0.19466854941298672, -0.02844485433182109, 0.04146781833820151, 1731684431715238082, 
0.1913435401837929, -0.02469713588037011, 0.03761114396895909, 1731684431812239983, 
0.18754693939939465, -0.02373870004530691, 0.039907611484653174, 1731684431923974809, 
0.1839098407445936, -0.024778998130664347, 0.03924925329180843, 1731684432021457632, 
0.1804906898883458, -0.023520831703496187, 0.035190375940071565, 1731684432115245054, 
0.17673899597808784, -0.023902815888352524, 0.03442208460745308, 1731684432212288737, 
0.1735234914423601, -0.023223994819952336, 0.033953122880818205, 1731684432307159814, 
0.17071435022873613, -0.02008215249783905, 0.03611590949836504, 1731684432420259074, 
0.1673138860143437, -0.02069868476005469, 0.03548613617108925, 1731684432515268599, 
0.16369696458772948, -0.02339128547002217, 0.03194615069828753, 1731684432611276890, 
0.1601412157298046, -0.023908900948463596, 0.031412732711209444, 1731684432707140332, 
0.15681169279396603, -0.022950905979211473, 0.03350362746797277, 1731684432820391441, 
0.15370891653925392, -0.02144099730183563, 0.03264869266901294, 1731684432915243205, 
0.15015291560721675, -0.02219592395583096, 0.02930976889030566, 1731684433011262637, 
0.14659906116049523, -0.02369951792919563, 0.03131052180537458, 1731684433123766446, 
0.1442395483360175, -0.019711224237330866, 0.030673403370019107, 1731684433219929255, 
0.14244647132711058, -0.01384196611128217, 0.027655959456603204, 1731684433315252103, 
0.1387425921103099, -0.018323187419025295, 0.02713623868704241, 1731684433411286192, 
0.13575372533750704, -0.02230915329867846, 0.02688879026953718, 1731684433508723181, 
0.1325725608034874, -0.02056677102274168, 0.028378297061364487, 1731684433620427435, 
0.12962709630553904, -0.020422096773226688, 0.027401170483773878, 1731684433715288862, 
0.12728328314017168, -0.017630925544385723, 0.02477518211053873, 1731684433811258762, 
0.12436104469316414, -0.017553505374582983, 0.02457131207950754, 1731684433908626027, 
0.1210508758186525, -0.020774691071730605, 0.025986919831591265, 1731684434020439773, 
0.11791750912077825, -0.021478451907952962, 0.02502287568140363, 1731684434115239147, 
0.11480062372834725, -0.020834173634350823, 0.022620134162358245, 1731684434212260992, 
0.11170720508806693, -0.020701013442371064, 0.022181861666750378, 1731684434308446724, 
0.10877232150184253, -0.020094340755015722, 0.023140312999201943, 1731684434419314523, 
0.10602095343405239, -0.018954172180048467, 0.02251253993097337, 1731684434515299773, 
0.10289822191647013, -0.019580331951241325, 0.020436249039028184, 1731684434612296544, 
0.1003256750618779, -0.018984261240581658, 0.01974961116818682, 1731684434706891754, 
0.09756189845114557, -0.017787744884415202, 0.020752952473555044, 1731684434819283903, 
0.09417028556520218, -0.02051796498891904, 0.02028846322308787, 1731684434915293575, 
0.09108960574587298, -0.021574309017575316, 0.01819404414345964, 1731684435012275159, 
0.08849234680621212, -0.018926462529966864, 0.01750436817553414, 1731684435107120699, 
0.08525984112062203, -0.019432548750836498, 0.018277958045735832, 1731684435219319045, 
0.0817558280087344, -0.022455062658259067, 0.017901124960433824, 1731684435317303439, 
0.07848617489170788, -0.02257888742971383, 0.015790930737828668, 1731684435412282126, 
0.07568029791240581, -0.020251766987761977, 0.014915265956385345, 1731684435506966721, 
0.07301964065629095, -0.018221780784723102, 0.015752326987283842, 1731684435620292115, 
0.06997123165396894, -0.019030220861456226, 0.015257646200845644, 1731684435716289873, 
0.06590691092618385, -0.023709099100356994, 0.013382445998642155, 1731684435812478635, 
0.06325892398926768, -0.022374358882337558, 0.012691670569408576, 1731684435907489896, 
0.06074431626850703, -0.017208648858922742, 0.01315763552831693, 1731684436020329065, 
0.05755744449256574, -0.01900493165567313, 0.012599414672411186, 1731684436115675077, 
0.054134433904094816, -0.022032941214707377, 0.011023512260907484, 1731684436212113260, 
0.051027700838293735, -0.021765812180906674, 0.011315986382471544, 1731684436324303684, 
0.047857381130786227, -0.020923509244361965, 0.010567701035299923, 1731684436419296657, 
0.044140600527567, -0.02295700103575579, 0.009103788693210046, 1731684436515257963, 
0.04065459155421646, -0.024009298588565885, 0.008535373514414028, 1731684436612328122, 
0.0373539259910308, -0.022622248455120657, 0.00784021964467013, 1731684436707814891, 
0.0343053316472286, -0.021164199689959542, 0.007749471437006108, 1731684436819323203, 
0.031002416775704353, -0.021171697384421498, 0.007101272791201308, 1731684436915329706, 
0.028705985545631852, -0.01866448700532249, 0.006048443082354931, 1731684437012330421, 
0.02747689551849556, -0.01175173752402931, 0.005614895781465636, 1731684437108535301, 
0.024149180113020932, -0.015189351442036399, 0.0055730839526392855, 1731684437220457184, 
0.021644410100054107, -0.019441618061471513, 0.00507737040976975, 1731684437316424072, 
0.02283438495368065, -0.00438265053113427, 0.004388700266367283, 1731684437412304616, 
0.025055509973189286, 0.011370332910450599, 0.00444682626015116, 1731684437508278708, 
0.027128582923884904, 0.014313993234014178, 0.005188918010817386, 1731684437619810213, 
0.0300791454159591, 0.016745451475899373, 0.005687103823610103, 1731684437715677685, 
0.03282826541971811, 0.01899894165277735, 0.005818450256404423, 1731684437813681020, 
0.03451749542093154, 0.014794500016574811, 0.006243476124178802, 1731684437907932716, 
0.03720447526462779, 0.014587366149698943, 0.007201982952302228, 1731684438020337166, 
0.03922106374179926, 0.015678561069559064, 0.0076818973612058855, 1731684438115658169, 
0.04023221564751326, 0.010092467942951558, 0.0074757080413454646, 1731684438212584344, 
