imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.00047594308853149414, 0.019580483436584473, 0.0003171195079904967, -2.960017156906679e-12, 5.276530914983308e-06, -5.609778857736576e-07, -5.276530914983306e-07, 0.0, 1731681283085877542, 
-0.021313786506652832, 0.0018323659896850586, -0.013194603163453148, -6.44529734564546e-11, -0.00022195131589040088, 2.903923916733224e-07, 2.2195028797368966e-05, -1.695196607755937e-13, 1731681283126511265, 
0.005521178245544434, -0.01592886447906494, -0.0015988351918410585, -5.7749470358930824e-09, -0.00038682395535328444, 1.4929134961713658e-05, 3.868183018221194e-05, -8.141190690740525e-12, 1731681283174945901, 
0.05997931957244873, -0.0325542688369751, 0.0364719133675296, 2.3261233972306288e-05, 0.0015925991841519859, 0.014605830647020103, 2.6730688747030806e-05, -1.612046249794384e-08, 1731681283224881057, 
0.014960706233978271, -0.030886530876159668, 0.023167043977074156, 0.0012288260398537572, 0.004008609888432111, 0.3065466767918363, 0.00014680957537793857, 1.0718839819882163e-06, 1731681283275844324, 
-0.06983476877212524, 0.5817291736602783, -0.03257955107441178, 0.08097099609962044, 0.10541215484811416, 0.7681371869903391, 0.00679948315529416, 9.387154970894909e-05, 1731681283324883701, 
-0.15555429458618164, -0.11814135313034058, -0.11061437983077826, -0.022629213050742742, -0.019728159372741902, 1.1470514112943138, 0.010263948970848173, 0.0006418458308570891, 1731681283365908082, 
-0.07352608442306519, -0.14778602123260498, -0.08807534360074057, -0.07635338292584803, -0.05319428490409396, 1.4353681615141272, 0.006746616629432688, 9.503783992942358e-05, 1731681283414898540, 
-0.05987513065338135, 0.07609176635742188, -0.06888442745950814, 0.046913016783408354, 0.02997972353945451, 1.5648248631001869, 0.004921548884658346, -0.0007024536344678726, 1731681283465129626, 
0.0006819367408752441, 0.20711135864257812, -0.024526930961427815, 0.13950003285516058, 0.09247098072798138, 1.5085817383674442, 0.009295641536816246, 0.0013740064050136182, 1731681283624917918, 
0.039704203605651855, 0.3184620141983032, 0.016313234938509953, 0.23035596948096534, 0.14768793283749157, 1.5597480786357647, 0.01797121506354351, 0.007471395938623503, 1731681283724941275, 
0.04938185214996338, 0.023248374462127686, 0.034806635273000645, 0.08452989683209843, 0.05517437627923634, 1.5320498849736774, 0.026878399241556137, 0.016235435306192394, 1731681283814922618, 
-0.1006132960319519, -0.3427775502204895, -0.05196569836349233, -0.1427208449524445, -0.09517646319427053, 1.4995392785412525, 0.028017654040444442, 0.017933288501134792, 1731681283925547686, 
0.12991809844970703, -0.38466590642929077, 0.05954102193345034, -0.21187977671944058, -0.13947780224003978, 1.5190931697848078, 0.0229500391241228, 0.008624917073180404, 1731681284024921008, 
-0.24140137434005737, -0.6885389089584351, -0.12874178210639398, -0.40057334321727295, -0.25426813785161406, 1.5753973211186993, 0.017285918593627228, -0.007056232483397155, 1731681284124886880, 
-0.21479517221450806, -0.41285568475723267, -0.1800590585429772, -0.2785748821429921, -0.17828564203557928, 1.5625200042042575, 0.013035803235946025, -0.029911786646316253, 1731681284216914738, 
-0.14886581897735596, 0.46606510877609253, -0.15353717356545848, 0.23890973083746145, 0.15737298884305034, 1.5181114153949793, 0.013039928988024774, -0.03958000612144233, 1731681284315486351, 
-0.16236591339111328, -0.09436112642288208, -0.16131499117145068, 0.04051077738528949, 0.027422245124753775, 1.4772961586839888, 0.01132185158486293, -0.026859363310482342, 1731681284425009146, 
